Height,Weight,Reach,STANCE,DOB,name,link
"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991",Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345
"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1982",Jeremy Jackson,http://www.ufcstats.com/fighter-details/ad32471f01e7b1a5
"6' 0""",170 lbs.,"76""",Orthodox,"Jan 25, 1995",Zelim Imadaev,http://www.ufcstats.com/fighter-details/7f0f171414d0a287
"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",Dale Hartt,http://www.ufcstats.com/fighter-details/058e4e08a1ad8aba
"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",Wanderlei Silva,http://www.ufcstats.com/fighter-details/a1f6999fe57236e0
"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed
"5' 11""",170 lbs.,--,Orthodox,"Jul 10, 1985",Brock Jardine,http://www.ufcstats.com/fighter-details/64959f90b6dd9759
"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",Cody Gibson,http://www.ufcstats.com/fighter-details/700a674c042b7a96
"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",Nate Marquardt,http://www.ufcstats.com/fighter-details/a8e6a69796280f17
"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971",Chris Brennan,http://www.ufcstats.com/fighter-details/b19fc66613dc75b9
"6' 0""",155 lbs.,"72""",Orthodox,"Jul 20, 1983",Pat Healy,http://www.ufcstats.com/fighter-details/50d2f0018bcf9eef
"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971",Kerry Schall,http://www.ufcstats.com/fighter-details/030f08370fd1c2bb
"5' 11""",155 lbs.,--,,"Sep 04, 1982",Abner Lloveras,http://www.ufcstats.com/fighter-details/6448e57a9533b7e4
"6' 0""",185 lbs.,--,Orthodox,"May 14, 1982",Tom DeBlass,http://www.ufcstats.com/fighter-details/0bcfe2513cb3bc39
"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",Lina Lansberg,http://www.ufcstats.com/fighter-details/2eeaefbfc7f9fcff
"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",Amar Suloev,http://www.ufcstats.com/fighter-details/7aa88401f93ce836
"6' 3""",240 lbs.,"77""",Orthodox,"Jul 15, 1990",Viktor Pesta,http://www.ufcstats.com/fighter-details/202b0467521c9d6f
"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",Sheymon Moraes,http://www.ufcstats.com/fighter-details/0d62719b1dcf7c40
"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",Antonio Banuelos,http://www.ufcstats.com/fighter-details/9ddfb3369a3b0394
"5' 10""",170 lbs.,--,Southpaw,--,Orlando Wiet,http://www.ufcstats.com/fighter-details/a6c2f5381d575920
"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",Michinori Tanaka,http://www.ufcstats.com/fighter-details/64788ee44b062ded
"6' 4""",205 lbs.,"79""",Orthodox,"Mar 22, 1982",Kyle Kingsbury,http://www.ufcstats.com/fighter-details/b959e8c7fd8390d2
"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983",Roland Delorme,http://www.ufcstats.com/fighter-details/173acb3f920082b8
"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",Kazuki Tokudome,http://www.ufcstats.com/fighter-details/c4af2feb4b58bc3b
"6' 0""",170 lbs.,--,Orthodox,--,Jason Gilliam,http://www.ufcstats.com/fighter-details/91720876db0ee468
"5' 11""",155 lbs.,"74""",Orthodox,"Dec 17, 1983",John Cholish,http://www.ufcstats.com/fighter-details/03c9994c5b8958ec
"5' 8""",135 lbs.,"68""",Orthodox,"Oct 13, 1986",John Albert,http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a
"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982",Ildemar Alcantara,http://www.ufcstats.com/fighter-details/7c6e87729e824ef4
"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",Rachael Ostovich,http://www.ufcstats.com/fighter-details/01784fbc27c68b14
"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",Anthony Njokuani,http://www.ufcstats.com/fighter-details/6bf5a7d3e081ade2
"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",Joe Ellenberger,http://www.ufcstats.com/fighter-details/8e8e4487c621aa1c
"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",Michihiro Omigawa,http://www.ufcstats.com/fighter-details/9f842be1a5337be6
"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",Gabriel Gonzaga,http://www.ufcstats.com/fighter-details/270b89c00ef0c55c
"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",Anna Elmose,http://www.ufcstats.com/fighter-details/1536a25e16fc299b
"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",Timothy Johnson,http://www.ufcstats.com/fighter-details/cc900af167fbedfd
"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",Marvin Eastman,http://www.ufcstats.com/fighter-details/05866d8c3a321856
"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",Roger Bowling,http://www.ufcstats.com/fighter-details/3b9f723e2720a238
"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",Clay Collard,http://www.ufcstats.com/fighter-details/cc900c6a71ed23f3
"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975",Forrest Petz,http://www.ufcstats.com/fighter-details/e86bc32f5997a8f7
"6' 2""",205 lbs.,--,Switch,"Jun 20, 1965",Mike van Arsdale,http://www.ufcstats.com/fighter-details/2ee09ec2a0695eb9
"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",Matheus Nicolau Pereira,http://www.ufcstats.com/fighter-details/1a31ef98efce7a79
"5' 6""",125 lbs.,"64""",Orthodox,"Feb 11, 1989",Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e
"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",David Baron,http://www.ufcstats.com/fighter-details/80c0bed43da0e27b
"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",Brodie Farber,http://www.ufcstats.com/fighter-details/91d73ee59347ac16
"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991",Diego Rivas,http://www.ufcstats.com/fighter-details/09f579be4520394a
"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",Uriah Hall,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989",Corey Anderson,http://www.ufcstats.com/fighter-details/5e4eec08896c9423
"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",Aleksei Kunchenko,http://www.ufcstats.com/fighter-details/e2ccd9a9ace60de7
"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",Louis Smolka,http://www.ufcstats.com/fighter-details/d2bc285ead803db0
"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b
"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",Chris Wade,http://www.ufcstats.com/fighter-details/c8097968da5e5f13
"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",Hans Stringer,http://www.ufcstats.com/fighter-details/523f6ad11dbe9b53
"6' 2""",205 lbs.,--,Orthodox,"May 14, 1982",Razak Al-Hassan,http://www.ufcstats.com/fighter-details/38b50fd1e1b5b656
"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979",David Mitchell,http://www.ufcstats.com/fighter-details/8f3df4c579cfbb69
"6' 0""",265 lbs.,--,Orthodox,--,Mark Robinson,http://www.ufcstats.com/fighter-details/4604ab1de9058474
"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",Cung Le,http://www.ufcstats.com/fighter-details/d4f364dd076bb0e2
"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975",Hayato Sakurai,http://www.ufcstats.com/fighter-details/85e26e2468b4e82f
"5' 9""",185 lbs.,"74""",Orthodox,"Aug 07, 1988",Adam Yandiev,http://www.ufcstats.com/fighter-details/0a95c474e61a6c44
"5' 7""",220 lbs.,--,Southpaw,--,Greg Stott,http://www.ufcstats.com/fighter-details/91181b29be041f1c
"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992",Steve Garcia,http://www.ufcstats.com/fighter-details/97cf1a2c7c5e7889
"5' 10""",185 lbs.,--,Orthodox,"Oct 06, 1977",Rodrigo Ruas,http://www.ufcstats.com/fighter-details/94070f6544c4b2a5
"5' 6""",135 lbs.,"69""",Orthodox,"Aug 19, 1989",Julianna Pena,http://www.ufcstats.com/fighter-details/3253b16d38ae087d
"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",Chris Leben,http://www.ufcstats.com/fighter-details/d43a048a880efdff
"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",Alessio Di Chirico,http://www.ufcstats.com/fighter-details/77d7295d1b22c694
"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994",Miles Johns,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",Salim Touahri,http://www.ufcstats.com/fighter-details/cbf1c7ba5408a66f
"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",Tom Watson,http://www.ufcstats.com/fighter-details/6809c31286b08d97
"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",Reginaldo Vieira,http://www.ufcstats.com/fighter-details/f9081770e28ea2e1
"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",Zabit Magomedsharipov,http://www.ufcstats.com/fighter-details/87aa9fb63d6b51a1
"6' 3""",260 lbs.,--,Orthodox,"Nov 11, 1978",Wesley Correira,http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8
"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989",Bryan Barberena,http://www.ufcstats.com/fighter-details/a331233f597090a5
"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",Konstantin Erokhin,http://www.ufcstats.com/fighter-details/22061ff217907c78
"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983",Ilir Latifi,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea
"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",Terrion Ware,http://www.ufcstats.com/fighter-details/ba5e253af86db1a8
"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",Islam Makhachev,http://www.ufcstats.com/fighter-details/275aca31f61ba28c
"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",Gerald Meerschaert,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345
"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",Mara Romero Borella,http://www.ufcstats.com/fighter-details/82cbb809d5ee565c
"6' 2""",280 lbs.,--,Orthodox,"Nov 23, 1965",Ron Waterman,http://www.ufcstats.com/fighter-details/efaf544314bb5c2e
"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",Terry Martin,http://www.ufcstats.com/fighter-details/6a92caba39b64752
"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",Matt Frevola,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74
"5' 10""",155 lbs.,--,Orthodox,"Aug 02, 1968",Jeff Cox,http://www.ufcstats.com/fighter-details/c9bbf1a0285a8076
"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",Chris Avila,http://www.ufcstats.com/fighter-details/4665cbf36b08193b
"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",Gilbert Melendez,http://www.ufcstats.com/fighter-details/aa5b4eff51bdc7d1
"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",Volkan Oezdemir,http://www.ufcstats.com/fighter-details/0845c81e37d3bcb3
"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989",Syuri Kondo,http://www.ufcstats.com/fighter-details/a851c35f58199231
"6' 2""",205 lbs.,"76""",Orthodox,"Jul 15, 1988",Roman Dolidze,http://www.ufcstats.com/fighter-details/327d5f279895110d
"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",Fredy Serrano,http://www.ufcstats.com/fighter-details/0ccab7c889ede9ea
"5' 4""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",Kai Kara-France,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149
"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",Brock Larson,http://www.ufcstats.com/fighter-details/5eedbf1e9601be35
"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",Carmelo Marrero,http://www.ufcstats.com/fighter-details/aa03a3ca00ac6827
"5' 7""",145 lbs.,--,Orthodox,"Oct 26, 1988",Joey Gambino,http://www.ufcstats.com/fighter-details/10559c53de0b950e
"5' 10""",210 lbs.,--,Orthodox,"Apr 15, 1967",Enson Inoue,http://www.ufcstats.com/fighter-details/0cf935519d439ba6
"6' 0""",185 lbs.,--,Orthodox,"Jul 24, 1985",Bubba Bush,http://www.ufcstats.com/fighter-details/132505067f08c54d
"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",Jessin Ayari,http://www.ufcstats.com/fighter-details/6eaec40f724852f4
"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",Bristol Marunde,http://www.ufcstats.com/fighter-details/a17322f99ddfd8e9
"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",Steve Steinbeiss,http://www.ufcstats.com/fighter-details/0b5b6876c2a4723f
"5' 10""",155 lbs.,--,,"Jan 31, 1987",Aaron Wilkinson,http://www.ufcstats.com/fighter-details/338a11d3674eb2d4
"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",Melvin Guillard,http://www.ufcstats.com/fighter-details/ccd1299e0345e0ce
"5' 7""",135 lbs.,--,Orthodox,"Oct 26, 1984",Cindy Dandois,http://www.ufcstats.com/fighter-details/9eef6584fab21fbb
"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",Jessamyn Duke,http://www.ufcstats.com/fighter-details/a7ddae0be8b78147
"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",Randa Markos,http://www.ufcstats.com/fighter-details/4a57ebb14315b251
"5' 8""",185 lbs.,--,Orthodox,"Sep 23, 1966",Eugene Jackson,http://www.ufcstats.com/fighter-details/ce783bf73b5131f9
"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979",Shane Roller,http://www.ufcstats.com/fighter-details/75e0d3cc2262b732
"5' 10""",155 lbs.,"70""",Orthodox,"Jul 06, 1981",Mike Rio,http://www.ufcstats.com/fighter-details/af90b10c785ced3e
"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",Dooho Choi,http://www.ufcstats.com/fighter-details/e93b04e308913c2e
"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",Lauren Murphy,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97
"5' 7""",155 lbs.,--,Orthodox,"Nov 04, 1980",Brian Geraghty,http://www.ufcstats.com/fighter-details/15edcf67ccf5be84
"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",Matt Arroyo,http://www.ufcstats.com/fighter-details/de62052b2ede65ba
"5' 11""",205 lbs.,--,Orthodox,"Dec 13, 1976",Todd Brown,http://www.ufcstats.com/fighter-details/9b68bf67c5695185
"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",Albert Tumenov,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e
"6' 8""",300 lbs.,--,Orthodox,--,Paul Varelans,http://www.ufcstats.com/fighter-details/07a18ae55dfc3cd9
"5' 8""",155 lbs.,--,Orthodox,"Jul 28, 1970",Fabiano Iha,http://www.ufcstats.com/fighter-details/263ebd4a669e1e98
"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",Lauren Mueller,http://www.ufcstats.com/fighter-details/f923e012414c883e
"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",Austin Lingo,http://www.ufcstats.com/fighter-details/305d73ede05e31ad
"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988",Jared Papazian,http://www.ufcstats.com/fighter-details/edad57b3dddf2168
"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",Kurt Holobaugh,http://www.ufcstats.com/fighter-details/a7151778b3381036
"6' 3""",185 lbs.,--,Orthodox,"May 05, 1976",Alex Schoenauer,http://www.ufcstats.com/fighter-details/fdfef29ba17ee525
"5' 9""",185 lbs.,--,Orthodox,--,Amaury Bitetti,http://www.ufcstats.com/fighter-details/7a359ef685a304a7
"5' 3""",115 lbs.,"63""",Southpaw,"Oct 25, 1978",Alex Chambers,http://www.ufcstats.com/fighter-details/26b63bc5c0c1f65d
"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",Jared Cannonier,http://www.ufcstats.com/fighter-details/13a0275fa13c4d26
"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",Rashad Evans,http://www.ufcstats.com/fighter-details/ee779c43a8926d52
"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",Cody Garbrandt,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994
"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988",Felipe Arantes,http://www.ufcstats.com/fighter-details/71002dbc1743b9a7
"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",Sabina Mazo,http://www.ufcstats.com/fighter-details/70d2329a92864fdb
"5' 10""",225 lbs.,--,,--,Asbel Cancio,http://www.ufcstats.com/fighter-details/2a7afe14b3a0a058
"6' 1""",215 lbs.,--,Orthodox,--,Marcus Bossett,http://www.ufcstats.com/fighter-details/e8fb8e53bc2e29d6
"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988",Alen Amedovski,http://www.ufcstats.com/fighter-details/70fa1c64a2c439ef
"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970",Lance Gibson,http://www.ufcstats.com/fighter-details/63eedfcc73071d41
"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",Thibault Gouti,http://www.ufcstats.com/fighter-details/51e86de150ee8be6
"5' 1""",115 lbs.,"62""",Orthodox,"Jun 26, 1992",Hannah Cifers,http://www.ufcstats.com/fighter-details/2244d9a2b64b8c3b
"6' 4""",145 lbs.,--,Switch,"Sep 08, 1990",Will Chope,http://www.ufcstats.com/fighter-details/db5dc7cb80d7d418
"5' 7""",155 lbs.,--,Orthodox,"Jul 23, 1986",Jay Cucciniello,http://www.ufcstats.com/fighter-details/683ea28a198936fe
"6' 0""",185 lbs.,"72""",Orthodox,"Jul 22, 1996",Wellington Turman,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
"6' 2""",205 lbs.,"75""",Southpaw,"May 06, 1986",Sam Alvey,http://www.ufcstats.com/fighter-details/d156513a19acf856
--,180 lbs.,--,,--,Tulio Palhares,http://www.ufcstats.com/fighter-details/e8c170a64dc920ac
"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980",Nate Loughran,http://www.ufcstats.com/fighter-details/cbf94e4c4af4ff6d
"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",Ben Sosoli,http://www.ufcstats.com/fighter-details/326f94d6cfb1bf25
"6' 1""",205 lbs.,"74""",Orthodox,"Apr 14, 1980",Rafael Cavalcante,http://www.ufcstats.com/fighter-details/5c1ca0c72b599a3c
"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",Amir Sadollah,http://www.ufcstats.com/fighter-details/2650e2f846a30f64
"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",Garreth McLellan,http://www.ufcstats.com/fighter-details/f215cfbd4ba3c270
"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",Oliver Enkamp,http://www.ufcstats.com/fighter-details/330bafba312face4
"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",Demetrious Johnson,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
"6' 0""",145 lbs.,--,Orthodox,"Oct 04, 1978",Milton Vieira,http://www.ufcstats.com/fighter-details/7cf20446453f852b
"6' 1""",185 lbs.,--,Orthodox,"Oct 12, 1989",Collin Hart,http://www.ufcstats.com/fighter-details/16bf6a73bdd302cd
"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16
"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",Makhmud Muradov,http://www.ufcstats.com/fighter-details/ea7e5bc78d9de658
"5' 10""",195 lbs.,--,Orthodox,--,Rudyard Moncayo,http://www.ufcstats.com/fighter-details/02d276b7d62b3472
"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",Aspen Ladd,http://www.ufcstats.com/fighter-details/d4691518d012b9e7
"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",Alexandre Pantoja,http://www.ufcstats.com/fighter-details/a0f0004aadf10b71
"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",Rashid Magomedov,http://www.ufcstats.com/fighter-details/7ea1f74cef32f906
"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982",Vagner Rocha,http://www.ufcstats.com/fighter-details/d403b1a6f278c95e
"5' 9""",145 lbs.,--,Orthodox,"Oct 06, 1989",Sean Soriano,http://www.ufcstats.com/fighter-details/bd5403efbaa445c0
"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989",Deron Winn,http://www.ufcstats.com/fighter-details/483a953b18d73bb3
"5' 10""",170 lbs.,"68""",Orthodox,"Dec 12, 1985",Tristan Connelly,http://www.ufcstats.com/fighter-details/2ebfbe72ed703925
"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",Thiago Alves,http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f
"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",Drakkar Klose,http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218
"5' 11""",170 lbs.,--,Orthodox,"Dec 17, 1980",Charlie Ward,http://www.ufcstats.com/fighter-details/e81dd0bb8a64b550
"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",Eric Schafer,http://www.ufcstats.com/fighter-details/f59f1d3a2ff13edd
"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",Marcin Bandel,http://www.ufcstats.com/fighter-details/5c2ce761399dc9c5
"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",Bartosz Fabinski,http://www.ufcstats.com/fighter-details/e17ac6410c8377f4
"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",Charlie Valencia,http://www.ufcstats.com/fighter-details/8a0be41c0380188d
"5' 10""",155 lbs.,"72""",Orthodox,--,Per Eklund,http://www.ufcstats.com/fighter-details/58bc81376286b3d3
"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",CB Dollaway,http://www.ufcstats.com/fighter-details/5d7bdab5e03e3216
"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",Stephen Bass,http://www.ufcstats.com/fighter-details/1cecc8fe6748a532
"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",Andre Muniz,http://www.ufcstats.com/fighter-details/886264a0c9f4ea5e
"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",Derek Downey,http://www.ufcstats.com/fighter-details/b05086131c6f5dc5
"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",Loma Lookboonmee,http://www.ufcstats.com/fighter-details/4e30e4250cb08b61
"5' 10""",155 lbs.,--,Orthodox,"Aug 29, 1977",Gabe Ruediger,http://www.ufcstats.com/fighter-details/ccba80d4820ef557
"6' 2""",240 lbs.,--,Orthodox,--,Harold Howard,http://www.ufcstats.com/fighter-details/a2b06ca02bca14c0
"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",Liz Carmouche,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472
"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967",Oleg Taktarov,http://www.ufcstats.com/fighter-details/1dc56b59cb28425d
"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",Magomed Ankalaev,http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e
"5' 9""",135 lbs.,--,Orthodox,"Aug 31, 1990",Alexis Dufresne,http://www.ufcstats.com/fighter-details/4ae4049426e0161d
"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",Nad Narimani,http://www.ufcstats.com/fighter-details/776a58a67665a171
"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980",Igor Araujo,http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d
"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",Aleksandar Rakic,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
"6' 1""",251 lbs.,--,Orthodox,"Aug 05, 1981",Azunna Anyanwu,http://www.ufcstats.com/fighter-details/78d48d3874dacafd
"6' 7""",220 lbs.,--,,"Aug 29, 1983",Vinicius Queiroz,http://www.ufcstats.com/fighter-details/2a8502954f49e682
"6' 0""",200 lbs.,--,,--,David Hood,http://www.ufcstats.com/fighter-details/5af480a3b2e1726b
"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",Alex Garcia,http://www.ufcstats.com/fighter-details/a2b12c3f3d60ff69
"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981",Jason Day,http://www.ufcstats.com/fighter-details/a6fd2173d5e2d7f0
"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",Issei Tamura,http://www.ufcstats.com/fighter-details/57bf89d42364d39e
"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",Tony Gravely,http://www.ufcstats.com/fighter-details/601964f9654f911a
"5' 11""",170 lbs.,--,Orthodox,"Feb 07, 1985",Albert Cheng,http://www.ufcstats.com/fighter-details/d8d7b24d276c8cb0
"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",Mauricio Rua,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",Paul Sass,http://www.ufcstats.com/fighter-details/7b143a54451263d9
"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",Thiago Silva,http://www.ufcstats.com/fighter-details/2924886ee9c4c527
"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",Chase Sherman,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c
"6' 5""",250 lbs.,"79""",Orthodox,"Apr 21, 1986",Philip De Fries,http://www.ufcstats.com/fighter-details/6ef65b6a152e49d5
"5' 11""",185 lbs.,--,Southpaw,"Jul 12, 1972",Keiichiro Yamamiya,http://www.ufcstats.com/fighter-details/6014d25e73b669c9
"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",Niklas Backstrom,http://www.ufcstats.com/fighter-details/39cc64bf0a269db9
"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",Dustin Ortiz,http://www.ufcstats.com/fighter-details/f53c1f4ceeed8c08
"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",Troy Mandaloniz,http://www.ufcstats.com/fighter-details/725a834930c2b5bf
